N,P,K,temperature,humidity,ph,rainfall,label,date,tempreature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
,,,,,,,,2024-01-13 23:57:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 00:02:00,14,54,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 00:03:00,14,57,0,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 00:07:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 00:12:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 12:47:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 12:52:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 12:57:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:02:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:07:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:12:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:17:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:22:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:27:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:32:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:37:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:42:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:47:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:52:00,14,56,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 13:57:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:02:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:07:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:12:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:17:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:22:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:27:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:32:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:37:00,14,54,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:42:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:47:00,14,54,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:52:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 14:57:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:02:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:07:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:12:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:17:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:22:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:27:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:32:00,14,50,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 15:37:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 23:57:00,14,42,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 12:57:00,14,34,96,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:02:00,14,33,76,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:07:00,14,35,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:12:00,14,32,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:15:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:17:00,14,36,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:19:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:22:00,14,34,68,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:24:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:27:00,14,33,94,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:29:00,14,35,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:30:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:30:00,14,34,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:30:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:31:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:31:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:32:00,14,32,1,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:32:00,14,32,93,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:33:00,14,35,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:33:00,14,31,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:33:00,14,34,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:34:00,14,36,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:34:00,14,32,9,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:34:00,14,34,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:37:00,14,33,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:38:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:39:00,14,34,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:39:00,14,30,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:39:00,14,31,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:41:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:42:00,14,35,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:42:00,14,36,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 13:42:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:42:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:43:00,14,35,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:43:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:44:00,14,32,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:46:00,14,30,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:46:00,14,33,0,255,255,255,1.0,0.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-15 13:47:00,14,35,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-15 23:57:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:07:00,14,60,74,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:12:00,14,60,75,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:17:00,14,61,76,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:22:00,14,62,73,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:27:00,14,59,74,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:32:00,14,61,67,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 13:37:00,14,58,75,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 13:42:00,14,62,63,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 13:47:00,14,59,69,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 13:52:00,14,59,61,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 13:57:00,14,58,64,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 14:02:00,14,61,60,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 14:07:00,14,59,59,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 14:12:00,14,59,62,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 14:17:00,14,61,71,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-16 14:22:00,14,60,65,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 14:27:00,14,61,65,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-16 23:52:00,14,60,44,255,255,255,1.0,0.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-17 13:47:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 13:52:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 13:57:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:02:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:07:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:12:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:17:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:22:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:27:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:32:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:37:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:42:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:47:00,14,64,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:52:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 14:57:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:02:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:07:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:12:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:17:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:22:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:27:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:32:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:37:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:42:00,14,64,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:47:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:52:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 15:57:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:17:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:22:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:27:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:32:00,14,65,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:37:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:42:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:47:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 16:52:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 23:42:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-17 23:47:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 14:57:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 15:52:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 15:57:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:02:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:17:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:22:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:27:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:32:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:37:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:42:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:47:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:52:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 16:57:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 23:42:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 23:47:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-18 23:52:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 16:47:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 16:52:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 16:57:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:02:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:07:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:12:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:17:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:22:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:27:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:32:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:37:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:42:00,14,61,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:47:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:52:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 17:57:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:02:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:07:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:12:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:17:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:22:00,14,56,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:27:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 18:32:00,14,60,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 23:22:00,14,57,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 23:27:00,14,58,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-19 23:32:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 14:37:00,14,44,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-20 14:42:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 14:47:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 14:52:00,14,63,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 14:57:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:02:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:07:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:12:00,14,52,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:17:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:22:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:27:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:32:00,14,56,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:37:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:42:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:47:00,14,53,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:52:00,14,54,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 15:57:00,14,51,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:02:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:07:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:12:00,14,56,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:17:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:22:00,14,55,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:27:00,14,56,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 16:32:00,14,54,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 23:52:00,14,59,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-20 23:57:00,14,62,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-21 17:31:00,14,33,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 17:36:00,14,35,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 17:41:00,14,33,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 17:46:00,14,34,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 17:51:00,14,39,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 17:56:00,14,44,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 18:01:00,14,37,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 18:06:00,14,37,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 18:11:00,14,37,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 18:16:00,14,39,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 23:11:00,14,44,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-21 23:16:00,14,46,100,255,255,255,1.0,0.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-22 17:51:00,14,25,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 17:56:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:01:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:06:00,14,25,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:11:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:16:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:21:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:26:00,14,29,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:31:00,14,29,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:36:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:41:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:46:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:51:00,14,29,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 18:56:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:01:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:06:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:11:00,14,29,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:16:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:21:00,14,25,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:26:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:31:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:36:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:41:00,14,29,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:46:00,14,28,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:51:00,14,27,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 19:56:00,14,26,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-22 20:01:00,14,25,100,255,255,255,1.0,0.0,0.0,1.0,1.0,0.0
